current_density,density_change,occupancy,capacity,average_speed_multiplier,scenario_crowd_size,arrival_rate,future_density_5step,is_critical_risk
0.0,0.0,0.0,105.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,212.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,1000.0,1.0,4107,88.31826509410763,0.0,0
8.618,-3.25,1172.0,136.0,0.2,4107,88.31826509410763,0.0,0
5.194,-1.422,1610.0,310.0,0.2,4107,88.31826509410763,0.0,0
7.24,4.825,1325.0,183.0,0.2,4107,88.31826509410763,16.257,1
0.0,0.0,0.0,288.0,1.0,4107,88.31826509410763,3.931,1
0.0,0.0,0.0,105.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,212.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,1000.0,1.0,4107,88.31826509410763,0.0,0
5.368,-3.25,730.0,136.0,0.2,4107,88.31826509410763,0.0,0
3.771,-1.423,1169.0,310.0,0.2,4107,88.31826509410763,0.0,0
12.066,4.826,2208.0,183.0,0.2,4107,88.31826509410763,12.486,1
0.0,0.0,0.0,288.0,1.0,4107,88.31826509410763,6.326,1
0.0,0.0,0.0,105.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,212.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,1000.0,1.0,4107,88.31826509410763,0.0,0
2.118,-3.25,288.0,136.0,0.2,4107,88.31826509410763,0.0,0
2.348,-1.423,728.0,310.0,0.2,4107,88.31826509410763,0.0,0
16.891,4.825,3091.0,183.0,0.2,4107,88.31826509410763,8.716,1
0.0,0.0,0.0,288.0,1.0,4107,88.31826509410763,8.722,1
0.0,0.0,0.0,105.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,212.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,1000.0,1.0,4107,88.31826509410763,0.0,0
0.0,-2.118,0.0,136.0,1.0,4107,88.31826509410763,0.0,0
0.926,-1.422,287.0,310.0,0.2,4107,88.31826509410763,0.0,0
20.874,3.983,3820.0,183.0,0.2,4107,88.31826509410763,4.945,1
0.0,0.0,0.0,288.0,1.0,4107,88.31826509410763,11.118,1
0.0,0.0,0.0,105.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,212.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,1000.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,136.0,1.0,4107,88.31826509410763,0.0,0
0.0,-0.926,0.0,310.0,1.0,4107,88.31826509410763,0.0,0
20.027,-0.847,3665.0,183.0,0.2,4107,88.31826509410763,3.377,1
1.535,1.535,442.0,288.0,0.2,4107,88.31826509410763,11.351,1
0.0,0.0,0.0,105.0,1.0,4107,88.31826509410763,2.095,1
0.0,0.0,0.0,212.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,1000.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,136.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,310.0,1.0,4107,88.31826509410763,0.0,0
16.257,-3.77,2975.0,183.0,0.2,4107,88.31826509410763,2.322,1
3.931,2.396,1132.0,288.0,0.2,4107,88.31826509410763,11.257,1
0.0,0.0,0.0,105.0,1.0,4107,88.31826509410763,4.19,1
0.0,0.0,0.0,212.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,1000.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,136.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,310.0,1.0,4107,88.31826509410763,0.0,0
12.486,-3.771,2285.0,183.0,0.2,4107,88.31826509410763,1.268,1
6.326,2.395,1822.0,288.0,0.2,4107,88.31826509410763,11.163,1
0.0,0.0,0.0,105.0,1.0,4107,88.31826509410763,6.286,1
0.0,0.0,0.0,212.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,1000.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,136.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,310.0,1.0,4107,88.31826509410763,0.0,0
8.716,-3.77,1595.0,183.0,0.2,4107,88.31826509410763,0.213,0
8.722,2.396,2512.0,288.0,0.2,4107,88.31826509410763,11.069,1
0.0,0.0,0.0,105.0,1.0,4107,88.31826509410763,8.381,1
0.0,0.0,0.0,212.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,1000.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,136.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,310.0,1.0,4107,88.31826509410763,0.0,0
4.945,-3.771,905.0,183.0,0.2,4107,88.31826509410763,0.0,0
11.118,2.396,3202.0,288.0,0.2,4107,88.31826509410763,10.441,1
0.0,0.0,0.0,105.0,1.0,4107,88.31826509410763,10.476,1
0.0,0.0,0.0,212.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,1000.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,136.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,310.0,1.0,4107,88.31826509410763,0.0,0
3.377,-1.568,618.0,183.0,0.2,4107,88.31826509410763,0.0,0
11.351,0.233,3269.0,288.0,0.2,4107,88.31826509410763,10.441,1
2.095,2.095,220.0,105.0,0.2,4107,88.31826509410763,10.476,1
0.0,0.0,0.0,212.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,1000.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,136.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,310.0,1.0,4107,88.31826509410763,0.0,0
2.322,-1.055,425.0,183.0,0.2,4107,88.31826509410763,0.0,0
11.257,-0.094,3242.0,288.0,0.2,4107,88.31826509410763,10.441,1
4.19,2.095,440.0,105.0,0.2,4107,88.31826509410763,10.476,1
0.0,0.0,0.0,212.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,1000.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,136.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,310.0,1.0,4107,88.31826509410763,0.0,0
1.268,-1.054,232.0,183.0,0.2,4107,88.31826509410763,0.0,0
11.163,-0.094,3215.0,288.0,0.2,4107,88.31826509410763,10.441,1
6.286,2.096,660.0,105.0,0.2,4107,88.31826509410763,10.476,1
0.0,0.0,0.0,212.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,1000.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,136.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,310.0,1.0,4107,88.31826509410763,0.0,0
0.213,-1.055,39.0,183.0,1.0,4107,88.31826509410763,0.0,0
11.069,-0.094,3188.0,288.0,0.2,4107,88.31826509410763,10.441,1
8.381,2.095,880.0,105.0,0.2,4107,88.31826509410763,10.476,1
0.0,0.0,0.0,212.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,1000.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,136.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,310.0,1.0,4107,88.31826509410763,0.0,0
0.0,-0.213,0.0,183.0,1.0,4107,88.31826509410763,0.0,0
10.441,-0.628,3007.0,288.0,0.2,4107,88.31826509410763,10.441,1
10.476,2.095,1100.0,105.0,0.2,4107,88.31826509410763,10.476,1
0.0,0.0,0.0,212.0,1.0,4107,88.31826509410763,0.0,0
0.0,0.0,0.0,1000.0,1.0,4107,88.31826509410763,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
0.381,0.0,182.0,478.0,1.0,13731,36.48717932883896,1.523,1
0.0,0.0,0.0,65.0,1.0,13731,36.48717932883896,19.6,1
0.0,0.0,0.0,234.0,1.0,13731,36.48717932883896,0.0,0
0.0,0.0,0.0,156.0,1.0,13731,36.48717932883896,0.0,0
0.0,0.0,0.0,82.0,1.0,13731,36.48717932883896,0.0,0
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
0.762,0.381,364.0,478.0,0.5,13731,36.48717932883896,1.904,1
2.8,2.8,182.0,65.0,0.2,13731,36.48717932883896,19.6,1
0.0,0.0,0.0,234.0,1.0,13731,36.48717932883896,0.778,0
0.0,0.0,0.0,156.0,1.0,13731,36.48717932883896,0.0,0
0.0,0.0,0.0,82.0,1.0,13731,36.48717932883896,0.0,0
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
0.762,0.0,364.0,478.0,0.5,13731,36.48717932883896,1.904,1
8.4,5.6,546.0,65.0,0.2,13731,36.48717932883896,21.815,1
0.0,0.0,0.0,234.0,1.0,13731,36.48717932883896,1.718,1
0.0,0.0,0.0,156.0,1.0,13731,36.48717932883896,0.0,0
0.0,0.0,0.0,82.0,1.0,13731,36.48717932883896,0.0,0
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
1.142,0.38,546.0,478.0,0.2,13731,36.48717932883896,2.285,1
11.2,2.8,728.0,65.0,0.2,13731,36.48717932883896,21.815,1
0.0,0.0,0.0,234.0,1.0,13731,36.48717932883896,2.496,1
0.0,0.0,0.0,156.0,1.0,13731,36.48717932883896,0.0,0
0.0,0.0,0.0,82.0,1.0,13731,36.48717932883896,0.0,0
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
1.142,0.0,546.0,478.0,0.2,13731,36.48717932883896,2.285,1
16.8,5.6,1092.0,65.0,0.2,13731,36.48717932883896,24.031,1
0.0,0.0,0.0,234.0,1.0,13731,36.48717932883896,2.658,1
0.0,0.0,0.0,156.0,1.0,13731,36.48717932883896,1.167,1
0.0,0.0,0.0,82.0,1.0,13731,36.48717932883896,0.0,0
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
1.523,0.381,728.0,478.0,0.2,13731,36.48717932883896,2.285,1
19.6,2.8,1274.0,65.0,0.2,13731,36.48717932883896,26.831,1
0.0,0.0,0.0,234.0,1.0,13731,36.48717932883896,3.436,1
0.0,0.0,0.0,156.0,1.0,13731,36.48717932883896,1.167,1
0.0,0.0,0.0,82.0,1.0,13731,36.48717932883896,0.0,0
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
1.904,0.381,910.0,478.0,0.2,13731,36.48717932883896,2.285,1
19.6,0.0,1274.0,65.0,0.2,13731,36.48717932883896,29.631,1
0.778,0.778,182.0,234.0,0.5,13731,36.48717932883896,4.214,1
0.0,0.0,0.0,156.0,1.0,13731,36.48717932883896,1.167,1
0.0,0.0,0.0,82.0,1.0,13731,36.48717932883896,0.0,0
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
1.904,0.0,910.0,478.0,0.2,13731,36.48717932883896,2.285,1
21.815,2.215,1418.0,65.0,0.2,13731,36.48717932883896,31.846,1
1.718,0.94,402.0,234.0,0.2,13731,36.48717932883896,4.214,1
0.0,0.0,0.0,156.0,1.0,13731,36.48717932883896,2.577,1
0.0,0.0,0.0,82.0,1.0,13731,36.48717932883896,0.0,0
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
2.285,0.381,1092.0,478.0,0.2,13731,36.48717932883896,2.285,1
21.815,0.0,1418.0,65.0,0.2,13731,36.48717932883896,34.646,1
2.496,0.778,584.0,234.0,0.2,13731,36.48717932883896,4.214,1
0.0,0.0,0.0,156.0,1.0,13731,36.48717932883896,3.744,1
0.0,0.0,0.0,82.0,1.0,13731,36.48717932883896,0.0,0
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
2.285,0.0,1092.0,478.0,0.2,13731,36.48717932883896,2.285,1
24.031,2.216,1562.0,65.0,0.2,13731,36.48717932883896,36.862,1
2.658,0.162,622.0,234.0,0.2,13731,36.48717932883896,4.214,1
1.167,1.167,182.0,156.0,0.2,13731,36.48717932883896,3.987,1
0.0,0.0,0.0,82.0,1.0,13731,36.48717932883896,2.22,1
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
2.285,0.0,1092.0,478.0,0.2,13731,36.48717932883896,2.285,1
26.831,2.8,1744.0,65.0,0.2,13731,36.48717932883896,39.077,1
3.436,0.778,804.0,234.0,0.2,13731,36.48717932883896,4.376,1
1.167,0.0,182.0,156.0,0.2,13731,36.48717932883896,5.154,1
0.0,0.0,0.0,82.0,1.0,13731,36.48717932883896,2.22,1
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
2.285,0.0,1092.0,478.0,0.2,13731,36.48717932883896,2.285,1
29.631,2.8,1926.0,65.0,0.2,13731,36.48717932883896,41.292,1
4.214,0.778,986.0,234.0,0.2,13731,36.48717932883896,4.538,1
1.167,0.0,182.0,156.0,0.2,13731,36.48717932883896,6.321,1
0.0,0.0,0.0,82.0,1.0,13731,36.48717932883896,2.22,1
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
2.285,0.0,1092.0,478.0,0.2,13731,36.48717932883896,2.285,1
31.846,2.215,2070.0,65.0,0.2,13731,36.48717932883896,43.508,1
4.214,0.0,986.0,234.0,0.2,13731,36.48717932883896,4.538,1
2.577,1.41,402.0,156.0,0.2,13731,36.48717932883896,6.321,1
0.0,0.0,0.0,82.0,1.0,13731,36.48717932883896,4.902,1
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
2.285,0.0,1092.0,478.0,0.2,13731,36.48717932883896,2.285,1
34.646,2.8,2252.0,65.0,0.2,13731,36.48717932883896,45.723,1
4.214,0.0,986.0,234.0,0.2,13731,36.48717932883896,4.701,1
3.744,1.167,584.0,156.0,0.2,13731,36.48717932883896,6.321,1
0.0,0.0,0.0,82.0,1.0,13731,36.48717932883896,7.122,1
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
2.285,0.0,1092.0,478.0,0.2,13731,36.48717932883896,2.285,1
36.862,2.216,2396.0,65.0,0.2,13731,36.48717932883896,47.938,1
4.214,0.0,986.0,234.0,0.2,13731,36.48717932883896,4.701,1
3.987,0.243,622.0,156.0,0.2,13731,36.48717932883896,6.321,1
2.22,2.22,182.0,82.0,0.2,13731,36.48717932883896,9.805,1
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
2.285,0.0,1092.0,478.0,0.2,13731,36.48717932883896,2.285,1
39.077,2.215,2540.0,65.0,0.2,13731,36.48717932883896,47.938,1
4.376,0.162,1024.0,234.0,0.2,13731,36.48717932883896,4.701,1
5.154,1.167,804.0,156.0,0.2,13731,36.48717932883896,6.321,1
2.22,0.0,182.0,82.0,0.2,13731,36.48717932883896,9.805,1
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
2.285,0.0,1092.0,478.0,0.2,13731,36.48717932883896,2.285,1
41.292,2.215,2684.0,65.0,0.2,13731,36.48717932883896,47.938,1
4.538,0.162,1062.0,234.0,0.2,13731,36.48717932883896,4.701,1
6.321,1.167,986.0,156.0,0.2,13731,36.48717932883896,6.321,1
2.22,0.0,182.0,82.0,0.2,13731,36.48717932883896,9.805,1
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
2.285,0.0,1092.0,478.0,0.2,13731,36.48717932883896,2.285,1
43.508,2.216,2828.0,65.0,0.2,13731,36.48717932883896,47.938,1
4.538,0.0,1062.0,234.0,0.2,13731,36.48717932883896,4.701,1
6.321,0.0,986.0,156.0,0.2,13731,36.48717932883896,6.321,1
4.902,2.682,402.0,82.0,0.2,13731,36.48717932883896,9.805,1
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
2.285,0.0,1092.0,478.0,0.2,13731,36.48717932883896,2.285,1
45.723,2.215,2972.0,65.0,0.2,13731,36.48717932883896,47.938,1
4.701,0.163,1100.0,234.0,0.2,13731,36.48717932883896,4.701,1
6.321,0.0,986.0,156.0,0.2,13731,36.48717932883896,6.321,1
7.122,2.22,584.0,82.0,0.2,13731,36.48717932883896,9.805,1
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
0.496,0.0,182.0,367.0,1.0,13731,36.48717932883896,0.496,0
2.285,0.0,1092.0,478.0,0.2,13731,36.48717932883896,2.285,1
47.938,2.215,3116.0,65.0,0.2,13731,36.48717932883896,47.938,1
4.701,0.0,1100.0,234.0,0.2,13731,36.48717932883896,4.701,1
6.321,0.0,986.0,156.0,0.2,13731,36.48717932883896,6.321,1
9.805,2.683,804.0,82.0,0.2,13731,36.48717932883896,9.805,1
0.0,0.0,0.0,1000.0,1.0,13731,36.48717932883896,0.0,0
1.295,0.0,439.0,339.0,0.2,1389,87.73455821722001,1.165,1
1.788,0.0,438.0,245.0,0.2,1389,87.73455821722001,2.833,1
0.0,0.0,0.0,144.0,1.0,1389,87.73455821722001,2.083,1
0.0,0.0,0.0,166.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,84.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,291.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,1000.0,1.0,1389,87.73455821722001,0.0,0
2.05,0.755,695.0,339.0,0.2,1389,87.73455821722001,0.41,0
2.833,1.045,694.0,245.0,0.2,1389,87.73455821722001,1.486,1
0.0,0.0,0.0,144.0,1.0,1389,87.73455821722001,6.153,1
0.0,0.0,0.0,166.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,84.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,291.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,1000.0,1.0,1389,87.73455821722001,0.0,0
2.05,0.0,695.0,339.0,0.2,1389,87.73455821722001,0.0,0
2.833,0.0,694.0,245.0,0.2,1389,87.73455821722001,0.441,0
0.0,0.0,0.0,144.0,1.0,1389,87.73455821722001,8.896,1
0.0,0.0,0.0,166.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,84.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,291.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,1000.0,1.0,1389,87.73455821722001,0.0,0
2.05,0.0,695.0,339.0,0.2,1389,87.73455821722001,0.0,0
2.833,0.0,694.0,245.0,0.2,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,144.0,1.0,1389,87.73455821722001,9.646,1
0.0,0.0,0.0,166.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,84.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,291.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,1000.0,1.0,1389,87.73455821722001,0.0,0
2.05,0.0,695.0,339.0,0.2,1389,87.73455821722001,0.0,0
2.833,0.0,694.0,245.0,0.2,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,144.0,1.0,1389,87.73455821722001,9.646,1
0.0,0.0,0.0,166.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,84.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,291.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,1000.0,1.0,1389,87.73455821722001,0.0,0
1.165,-0.885,395.0,339.0,0.2,1389,87.73455821722001,0.0,0
2.833,0.0,694.0,245.0,0.2,1389,87.73455821722001,0.0,0
2.083,2.083,300.0,144.0,0.2,1389,87.73455821722001,7.562,1
0.0,0.0,0.0,166.0,1.0,1389,87.73455821722001,1.807,1
0.0,0.0,0.0,84.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,291.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,1000.0,1.0,1389,87.73455821722001,0.0,0
0.41,-0.755,139.0,339.0,1.0,1389,87.73455821722001,0.0,0
1.486,-1.347,364.0,245.0,0.2,1389,87.73455821722001,0.0,0
6.153,4.07,886.0,144.0,0.2,1389,87.73455821722001,3.493,1
0.0,0.0,0.0,166.0,1.0,1389,87.73455821722001,5.337,1
0.0,0.0,0.0,84.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,291.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,1000.0,1.0,1389,87.73455821722001,0.0,0
0.0,-0.41,0.0,339.0,1.0,1389,87.73455821722001,0.0,0
0.441,-1.045,108.0,245.0,1.0,1389,87.73455821722001,0.0,0
8.896,2.743,1281.0,144.0,0.2,1389,87.73455821722001,0.75,0
0.0,0.0,0.0,166.0,1.0,1389,87.73455821722001,7.717,1
0.0,0.0,0.0,84.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,291.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,1000.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,339.0,1.0,1389,87.73455821722001,0.0,0
0.0,-0.441,0.0,245.0,1.0,1389,87.73455821722001,0.0,0
9.646,0.75,1389.0,144.0,0.2,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,166.0,1.0,1389,87.73455821722001,8.367,1
0.0,0.0,0.0,84.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,291.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,1000.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,339.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,245.0,1.0,1389,87.73455821722001,0.0,0
9.646,0.0,1389.0,144.0,0.2,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,166.0,1.0,1389,87.73455821722001,8.367,1
0.0,0.0,0.0,84.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,291.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,1000.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,339.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,245.0,1.0,1389,87.73455821722001,0.0,0
7.562,-2.084,1089.0,144.0,0.2,1389,87.73455821722001,0.0,0
1.807,1.807,300.0,166.0,0.2,1389,87.73455821722001,6.56,1
0.0,0.0,0.0,84.0,1.0,1389,87.73455821722001,3.571,1
0.0,0.0,0.0,291.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,1000.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,339.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,245.0,1.0,1389,87.73455821722001,0.0,0
3.493,-4.069,503.0,144.0,0.2,1389,87.73455821722001,0.0,0
5.337,3.53,886.0,166.0,0.2,1389,87.73455821722001,3.03,1
0.0,0.0,0.0,84.0,1.0,1389,87.73455821722001,10.548,1
0.0,0.0,0.0,291.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,1000.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,339.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,245.0,1.0,1389,87.73455821722001,0.0,0
0.75,-2.743,108.0,144.0,0.5,1389,87.73455821722001,0.0,0
7.717,2.38,1281.0,166.0,0.2,1389,87.73455821722001,0.651,0
0.0,0.0,0.0,84.0,1.0,1389,87.73455821722001,15.25,1
0.0,0.0,0.0,291.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,1000.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,339.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,245.0,1.0,1389,87.73455821722001,0.0,0
0.0,-0.75,0.0,144.0,1.0,1389,87.73455821722001,0.0,0
8.367,0.65,1389.0,166.0,0.2,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,84.0,1.0,1389,87.73455821722001,16.536,1
0.0,0.0,0.0,291.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,1000.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,339.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,245.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,144.0,1.0,1389,87.73455821722001,0.0,0
8.367,0.0,1389.0,166.0,0.2,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,84.0,1.0,1389,87.73455821722001,16.536,1
0.0,0.0,0.0,291.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,1000.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,339.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,245.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,144.0,1.0,1389,87.73455821722001,0.0,0
6.56,-1.807,1089.0,166.0,0.2,1389,87.73455821722001,0.0,0
3.571,3.571,300.0,84.0,0.2,1389,87.73455821722001,16.536,1
0.0,0.0,0.0,291.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,1000.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,339.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,245.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,144.0,1.0,1389,87.73455821722001,0.0,0
3.03,-3.53,503.0,166.0,0.2,1389,87.73455821722001,0.0,0
10.548,6.977,886.0,84.0,0.2,1389,87.73455821722001,16.536,1
0.0,0.0,0.0,291.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,1000.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,339.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,245.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,144.0,1.0,1389,87.73455821722001,0.0,0
0.651,-2.379,108.0,166.0,0.8,1389,87.73455821722001,0.0,0
15.25,4.702,1281.0,84.0,0.2,1389,87.73455821722001,16.536,1
0.0,0.0,0.0,291.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,1000.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,339.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,245.0,1.0,1389,87.73455821722001,0.0,0
0.0,0.0,0.0,144.0,1.0,1389,87.73455821722001,0.0,0
0.0,-0.651,0.0,166.0,1.0,1389,87.73455821722001,0.0,0
16.536,1.286,1389.0,84.0,0.2,1389,87.73455821722001,16.536,1
